household_id,SAMPN,HH_ZONE_ID,HH_WEIGHT,HH_SIZE,HH_VEH,HH_WORKERS
3335,3335,16009,,4,0,4
3336,3336,16009,,4,0,4
3337,3337,16009,,4,0,4
3338,3338,16009,,4,0,4
3339,3339,16009,,4,0,4
3340,3340,16009,,3,0,3
3341,3341,16009,,6,0,6
3342,3342,16009,,4,0,4
3343,3343,16009,,4,0,4
3344,3344,16009,,6,0,6
3345,3345,16009,,4,0,4
3346,3346,16009,,1,0,1
3348,3348,16009,,4,0,4
3349,3349,16009,,2,0,2
3350,3350,16009,,3,1,3
3351,3351,16009,,6,1,1
3352,3352,16009,,5,1,2
3353,3353,16009,,1,2,1
3355,3355,16009,,3,1,2
3356,3356,16009,,3,1,1
3357,3357,16009,,2,1,1
3358,3358,16009,,3,1,1
3359,3359,16009,,1,1,1
3361,3361,16009,,2,1,2
3362,3362,16009,,3,0,1
3363,3363,16009,,1,1,1
3365,3365,16009,,5,0,5
3366,3366,16009,,5,0,1
3367,3367,828,,4,1,1
3368,3368,828,,5,1,1
3369,3369,828,,4,1,2
3370,3370,828,,2,2,1
3371,3371,828,,1,1,1
3373,3373,828,,3,2,2
3374,3374,828,,1,1,1
3376,3376,828,,1,1,1
3378,3378,828,,4,1,2
3379,3379,828,,4,1,1
3380,3380,828,,4,1,1
3381,3381,828,,3,1,3
3382,3382,828,,3,3,2
3383,3383,828,,4,2,1
3384,3384,828,,1,1,1
3387,3387,828,,1,2,1
3389,3389,828,,1,2,1
3391,3391,828,,2,1,2
3392,3392,828,,4,1,1
3393,3393,828,,2,1,1
3394,3394,828,,5,1,2
3395,3395,828,,1,2,1
3397,3397,828,,3,1,2
3398,3398,828,,7,1,7
3399,3399,828,,1,0,1
3402,3402,828,,1,1,1
3403,3403,828,,1,1,1
3405,3405,828,,3,1,3
3406,3406,828,,5,3,1
3407,3407,828,,1,1,1
3409,3409,828,,4,3,1
3410,3410,828,,6,1,1
3411,3411,828,,6,2,1
3412,3412,828,,2,2,1
3413,3413,828,,5,1,1
3414,3414,828,,4,1,1
3415,3415,828,,3,1,1
3416,3416,828,,5,0,2
3417,3417,828,,4,2,1
3418,3418,828,,4,2,1
3419,3419,828,,1,1,1
3423,3423,12001,,5,2,1
3424,3424,12001,,1,2,1
3426,3426,828,,4,2,3
3427,3427,828,,4,2,1
3428,3428,828,,4,1,2
3429,3429,828,,5,2,2
3430,3430,828,,6,2,2
3431,3431,828,,7,3,7
3432,3432,828,,5,0,1
3433,3433,828,,4,2,2
3434,3434,828,,1,2,1
3436,3436,828,,3,1,1
3437,3437,828,,4,1,2
3438,3438,828,,4,2,1
3439,3439,828,,2,1,1
3440,3440,828,,1,1,1
3442,3442,708,,6,5,1
3443,3443,532,,5,2,2
3444,3444,532,,6,2,4
3445,3445,532,,7,3,2
3446,3446,532,,1,4,1
3450,3450,567,,4,2,1
3451,3451,39030,,4,1,1
3452,3452,573,,1,2,1
3455,3455,708,,3,1,1
3456,3456,708,,6,1,2
3457,3457,708,,5,1,5
3458,3458,710,,3,1,1
3459,3459,708,,5,1,2
3460,3460,567,,5,2,1
3461,3461,567,,4,2,1
3462,3462,567,,4,2,2
3463,3463,567,,1,2,1
3467,3467,39031,,4,1,2
3468,3468,532,,6,2,2
3469,3469,532,,5,4,2
3470,3470,532,,4,2,2
3471,3471,532,,6,2,1
3472,3472,39031,,1,3,1
3474,3474,532,,1,5,1
3476,3476,39024,,10,3,2
3477,3477,39024,,5,4,1
3478,3478,39034,,5,1,2
3479,3479,39035,,3,7,1
3480,3480,567,,5,2,3
3481,3481,567,,3,2,2
3482,3482,567,,6,4,5
3483,3483,567,,4,2,2
3484,3484,828,,4,2,1
3485,3485,828,,3,2,1
3486,3486,828,,4,1,2
3487,3487,828,,2,2,2
3488,3488,828,,4,2,1
3489,3489,828,,2,2,2
3490,3490,828,,3,2,1
3491,3491,828,,4,1,1
3492,3492,828,,2,1,2
3493,3493,828,,1,1,1
3494,3494,828,,1,1,1
3496,3496,828,,2,1,1
3497,3497,828,,2,1,1
3498,3498,828,,1,1,1
3500,3500,828,,3,1,1
3501,3501,828,,2,1,2
3502,3502,828,,3,1,2
3503,3503,828,,4,2,3
3504,3504,828,,2,3,2
3505,3505,828,,5,2,2
3506,3506,828,,2,1,1
3507,3507,828,,4,2,1
3508,3508,828,,1,0,1
3509,3509,828,,1,1,1
3511,3511,828,,1,1,1
3515,3515,828,,3,1,1
3516,3516,828,,4,2,1
3517,3517,828,,2,2,1
3518,3518,828,,4,1,1
3519,3519,828,,4,1,1
3520,3520,828,,2,2,1
3521,3521,828,,4,1,2
3522,3522,828,,2,2,2
3523,3523,828,,2,2,2
3524,3524,828,,4,2,1
3525,3525,308,,2,1,1
3526,3526,308,,5,1,1
3527,3527,308,,1,1,1
3529,3529,292,,2,1,2
3530,3530,292,,1,0,1
3532,3532,292,,5,1,1
3533,3533,292,,5,2,1
3534,3534,294,,3,2,2
3535,3535,294,,1,2,1
3537,3537,292,,2,1,1
3538,3538,292,,1,1,1
3540,3540,294,,4,1,1
3541,3541,294,,3,1,1
3542,3542,294,,1,1,1
3545,3545,292,,1,1,1
3547,3547,355,,1,2,1
3549,3549,348,,6,4,2
3550,3550,348,,1,4,1
3552,3552,350,,7,3,1
3553,3553,350,,4,2,1
3554,3554,316,,3,1,1
3555,3555,316,,4,1,1
3556,3556,316,,4,1,1
3557,3557,316,,4,2,1
3558,3558,316,,1,1,1
3560,3560,348,,4,2,1
3561,3561,348,,4,2,2
3562,3562,348,,4,4,4
3563,3563,348,,5,4,3
3564,3564,348,,1,6,1
3566,3566,324,,1,1,1
3568,3568,324,,1,1,1
3570,3570,324,,4,1,2
3571,3571,324,,3,1,3
3572,3572,324,,2,2,2
3573,3573,324,,4,1,2
3574,3574,324,,3,1,1
3575,3575,324,,3,1,3
3576,3576,324,,3,1,1
3577,3577,324,,4,1,2
3578,3578,324,,2,1,1
3579,3579,324,,6,0,1
3580,3580,324,,1,2,1
3582,3582,324,,7,1,3
3583,3583,326,,3,2,2
3584,3584,326,,4,1,2
3585,3585,326,,6,1,1
3586,3586,326,,5,1,2
3587,3587,326,,4,2,2
3588,3588,326,,4,1,1
3589,3589,326,,1,1,1
3593,3593,321,,7,1,2
3594,3594,321,,1,3,1
3596,3596,324,,1,1,1
3598,3598,324,,1,2,1
3600,3600,325,,4,1,1
3601,3601,325,,4,1,2
3602,3602,325,,1,1,1
3605,3605,325,,8,1,3
3606,3606,325,,1,1,1
3610,3610,308,,5,2,2
3611,3611,308,,1,1,1
3613,3613,316,,3,1,1
3614,3614,316,,2,1,1
3615,3615,316,,3,1,1
3616,3616,316,,2,1,1
3617,3617,316,,1,1,1
3619,3619,316,,3,1,2
3620,3620,316,,4,1,4
3621,3621,433,,3,0,3
3622,3622,433,,3,0,2
3623,3623,434,,4,1,4
3624,3624,434,,4,0,4
3625,3625,434,,4,0,2
3626,3626,434,,6,0,6
3627,3627,434,,4,0,2
3628,3628,433,,2,0,2
3629,3629,433,,1,1,1
3632,3632,434,,7,1,7
3633,3633,434,,1,1,1
3635,3635,433,,1,1,1
3637,3637,433,,2,0,2
3638,3638,433,,3,1,2
3639,3639,433,,1,0,1
3640,3640,433,,1,0,1
3641,3641,433,,4,0,1
3642,3642,434,,1,1,1
3644,3644,434,,5,0,1
3645,3645,433,,4,1,1
3646,3646,433,,6,1,3
3647,3647,433,,2,1,1
3648,3648,434,,1,1,1
3649,3649,434,,4,0,1
3650,3650,434,,6,0,3
3651,3651,434,,3,1,1
3652,3652,434,,4,1,4
3653,3653,434,,3,1,1
3654,3654,433,,3,0,1
3655,3655,433,,3,0,1
3656,3656,433,,1,0,1
3658,3658,433,,1,0,1
3662,3662,301,,4,2,1
3663,3663,441,,8,2,8
3664,3664,441,,5,0,5
3665,3665,441,,1,0,1
3666,3666,441,,3,1,2
3667,3667,441,,2,1,2
3668,3668,441,,4,1,1
3669,3669,427,,4,2,1
3670,3670,427,,2,2,2
3671,3671,427,,2,1,2
3672,3672,427,,3,1,2
3673,3673,427,,3,1,3
3674,3674,427,,3,0,3
3675,3675,427,,1,1,1
3676,3676,427,,5,1,5
3677,3677,427,,2,2,2
3678,3678,427,,4,0,4
3679,3679,427,,1,0,1
3681,3681,441,,6,0,6
3682,3682,441,,7,0,7
3683,3683,441,,1,0,1
3685,3685,427,,1,2,1
3688,3688,427,,5,0,5
3689,3689,427,,1,0,1
3695,3695,1100,,1,3,1
3698,3698,1135,,1,0,1
3702,3702,1101,,4,3,1
3703,3703,458,,4,1,1
3704,3704,457,,3,1,1
3705,3705,457,,3,1,1
3706,3706,462,,4,1,2
3707,3707,457,,1,1,1
3709,3709,458,,3,1,2
3710,3710,457,,3,0,1
3711,3711,457,,3,0,2
3712,3712,457,,4,1,2
3713,3713,457,,2,0,1
3714,3714,457,,3,1,2
3715,3715,457,,3,1,2
3716,3716,457,,4,1,1
3717,3717,457,,3,1,2
3718,3718,457,,3,1,2
3719,3719,457,,2,1,2
3720,3720,459,,3,0,2
3721,3721,459,,4,1,1
3722,3722,459,,1,1,1
3725,3725,459,,1,1,1
3727,3727,459,,5,2,2
3728,3728,459,,4,2,2
3729,3729,459,,4,2,4
3730,3730,459,,2,0,2
3731,3731,459,,1,0,1
3733,3733,457,,3,0,1
3734,3734,457,,5,1,5
3735,3735,457,,2,0,1
3736,3736,457,,2,1,2
3737,3737,457,,5,1,1
3738,3738,457,,3,1,3
3739,3739,457,,1,0,1
3741,3741,457,,1,1,1
3743,3743,457,,5,0,2
3744,3744,457,,3,1,1
3745,3745,457,,1,0,1
3748,3748,461,,1,0,1
3751,3751,457,,8,2,3
3752,3752,94,,1,0,1
3754,3754,94,,5,1,5
3755,3755,94,,2,0,2
3756,3756,94,,3,0,3
3757,3757,94,,2,0,1
3758,3758,94,,3,1,2
3759,3759,94,,1,0,1
3763,3763,98,,1,0,1
3771,3771,162,,3,1,1
3772,3772,164,,1,1,1
3775,3775,129,,6,0,6
3776,3776,130,,1,0,1
3778,3778,124,,6,1,6
3779,3779,124,,1,0,1
3783,3783,164,,1,0,1
3786,3786,165,,1,0,1
3789,3789,165,,1,5,1
3792,3792,83,,4,0,3
3793,3793,83,,2,1,2
3794,3794,83,,6,0,6
3795,3795,83,,1,4,1
3797,3797,83,,1,4,1
3802,3802,10,,1,0,1
3805,3805,30,,1,1,1
3807,3807,30,,8,0,6
3808,3808,82,,1,2,1
3810,3810,59,,7,0,7
3811,3811,59,,1,0,1
3813,3813,59,,3,1,3
3814,3814,59,,4,0,1
3815,3815,59,,5,0,5
3816,3816,49,,6,0,2
3817,3817,30,,1,0,1
3819,3819,30,,1,0,1
3821,3821,82,,1,1,1
3824,3824,82,,4,0,4
3825,3825,13,,9,0,9
3826,3826,14,,3,0,3
3827,3827,14,,1,0,1
3829,3829,82,,1,0,1
3832,3832,83,,4,2,3
3833,3833,83,,4,1,4
3834,3834,83,,2,0,2
3835,3835,83,,1,0,1
3838,3838,83,,1,3,1
3840,3840,83,,1,1,1
3842,3842,85,,1,0,1
3845,3845,83,,6,0,6
3846,3846,83,,1,0,1
3851,3851,71,,3,0,2
3852,3852,71,,4,1,4
3853,3853,71,,1,0,1
3855,3855,71,,8,1,8
3856,3856,71,,1,0,1
3857,3857,108,,1,0,1
3859,3859,108,,1,0,1
3860,3860,108,,2,0,2
3861,3861,108,,1,0,1
3867,3867,93,,1,2,1
3869,3869,94,,7,0,3
3870,3870,98,,3,1,2
3871,3871,95,,4,0,4
3872,3872,95,,4,0,1
3873,3873,95,,2,1,1
3874,3874,94,,1,0,1
3875,3875,94,,1,0,1
3877,3877,94,,2,0,2
3878,3878,94,,4,0,4
3879,3879,94,,2,0,2
3880,3880,94,,2,1,1
3881,3881,94,,2,1,1
3882,3882,94,,1,0,1
3883,3883,94,,3,1,3
3884,3884,98,,2,2,2
3885,3885,94,,1,1,1
3886,3886,94,,1,1,1
3892,3892,111,,4,2,2
3893,3893,105,,1,1,1
3897,3897,112,,2,0,2
3898,3898,112,,1,1,1
3900,3900,112,,4,1,3
3901,3901,112,,4,1,2
3902,3902,112,,4,1,2
3903,3903,100,,4,1,1
3904,3904,100,,1,2,1
3907,3907,13,,1,0,1
3917,3917,105,,1,0,1
3919,3919,105,,1,1,1
3921,3921,94,,1,1,1
3927,3927,94,,1,0,1
3936,3936,117,,1,1,1
3941,3941,121,,1,6,1
3953,3953,162,,3,1,1
3954,3954,124,,2,2,2
3955,3955,124,,1,2,1
3957,3957,124,,1,0,1
4002,4002,152,,16,0,16
4003,4003,152,,1,0,1
4006,4006,29,,1,0,1
4008,4008,29,,2,0,2
4009,4009,29,,3,2,3
4010,4010,29,,1,0,1
4011,4011,29,,1,0,1
4012,4012,61,,2,1,2
4013,4013,61,,3,2,2
4014,4014,61,,3,0,3
4015,4015,61,,2,2,1
4016,4016,61,,1,2,1
4017,4017,61,,1,1,1
4019,4019,7,,1,0,1
4022,4022,61,,1,1,1
4024,4024,61,,6,0,1
4025,4025,23,,6,1,5
4026,4026,23,,1,2,1
4028,4028,23,,6,0,6
4029,4029,23,,1,0,1
4032,4032,5,,1,0,1
4035,4035,61,,2,1,1
4036,4036,61,,3,0,2
4037,4037,61,,1,0,1
4039,4039,7,,6,0,6
4040,4040,5,,3,0,3
4041,4041,61,,1,0,1
4045,4045,71,,6,0,6
4046,4046,42,,8,0,8
4047,4047,71,,4,0,4
4048,4048,71,,7,0,7
4049,4049,71,,1,1,1
4052,4052,43,,1,0,1
4053,4053,43,,6,0,6
4054,4054,30,,8,2,8
4055,4055,31,,1,2,1
4060,4060,36,,1,0,1
4061,4061,22,,7,0,7
4062,4062,22,,5,0,4
4063,4063,22,,2,0,2
4064,4064,22,,6,0,6
4065,4065,43,,10,0,10
4066,4066,42,,4,0,4
4067,4067,42,,1,0,1
4068,4068,20,,1,0,1
4072,4072,9,,6,0,5
4073,4073,19,,4,0,4
4074,4074,20,,8,0,8
4075,4075,19,,1,0,1
4078,4078,5,,1,1,1
4083,4083,31,,5,0,5
4084,4084,30,,6,0,6
4085,4085,5,,5,0,5
4086,4086,5,,6,0,6
4087,4087,6,,2,0,2
4088,4088,71,,1,0,1
4090,4090,71,,1,1,1
4094,4094,19,,3,1,3
4095,4095,42,,2,0,1
4096,4096,42,,9,0,9
4097,4097,42,,4,0,4
4098,4098,19,,4,1,2
4099,4099,19,,4,0,4
4100,4100,29,,2,0,2
4101,4101,45,,1,2,1
4103,4103,45,,1,1,1
4110,4110,13,,7,0,7
4111,4111,13,,1,0,1
4114,4114,52,,1,0,1
4117,4117,52,,1,1,1
4119,4119,29,,1,0,1
4121,4121,53,,1,1,1
4123,4123,53,,4,1,2
4124,4124,53,,1,1,1
4127,4127,52,,8,0,8
4128,4128,52,,6,0,6
4129,4129,52,,1,0,1
4132,4132,29,,7,0,7
4133,4133,27,,1,3,1
4136,4136,45,,5,0,5
4137,4137,45,,1,1,1
4140,4140,32,,1,0,1
4142,4142,34,,1,0,1
4144,4144,31,,1,0,1
4145,4145,51,,3,0,1
4146,4146,51,,1,1,1
4150,4150,18,,8,1,8
4151,4151,18,,6,0,6
4152,4152,18,,1,0,1
4159,4159,44,,1,0,1
4161,4161,5,,9,0,9
4162,4162,13,,1,0,1
4164,4164,13,,5,0,5
4165,4165,18,,1,0,1
4167,4167,18,,1,0,1
4171,4171,59,,1,0,1
4175,4175,63,,1,0,1
4176,4176,63,,1,0,1
4178,4178,79,,1,8,1
4180,4180,59,,3,0,3
4181,4181,59,,3,0,1
4182,4182,59,,1,0,1
4184,4184,59,,1,0,1
4187,4187,43,,1,3,1
4190,4190,47,,5,2,5
4191,4191,47,,1,0,1
4193,4193,30,,4,0,1
4194,4194,30,,3,0,1
4195,4195,30,,2,0,2
4196,4196,59,,1,1,1
4200,4200,63,,1,0,1
4201,4201,63,,4,1,2
4202,4202,63,,4,1,2
4203,4203,63,,4,1,4
4204,4204,63,,1,0,1
4206,4206,30,,1,0,1
4207,4207,30,,8,0,8
4208,4208,63,,2,0,2
4209,4209,63,,4,0,4
4210,4210,63,,1,0,1
4212,4212,63,,6,0,6
4213,4213,58,,1,0,1
4215,4215,79,,7,0,7
4216,4216,79,,8,1,8
4217,4217,63,,4,2,4
4218,4218,63,,3,0,3
4219,4219,63,,5,0,5
4220,4220,63,,12,1,12
4221,4221,47,,1,0,1
4226,4226,300,,5,0,5
4227,4227,300,,6,2,6
4228,4228,300,,1,0,1
4230,4230,300,,1,0,1
4234,4234,370,,1,4,1
4238,4238,308,,1,2,1
4239,4239,308,,1,0,1
4243,4243,367,,1,5,1
4245,4245,367,,4,2,1
4246,4246,367,,2,2,1
4247,4247,367,,6,2,2
4248,4248,367,,5,2,1
4249,4249,367,,1,1,1
4252,4252,367,,11,3,1
4253,4253,367,,7,5,3
4254,4254,367,,1,4,1
4257,4257,411,,6,7,1
4258,4258,411,,1,3,1
4265,4265,379,,1,2,1
4268,4268,379,,3,4,3
4269,4269,285,,7,3,7
4270,4270,285,,1,0,1
4272,4272,285,,6,1,2
4273,4273,285,,4,1,2
4274,4274,299,,3,1,2
4275,4275,299,,1,1,1
4277,4277,299,,4,2,1
4278,4278,299,,1,2,1
4280,4280,285,,4,0,4
4281,4281,285,,1,0,1
4283,4283,285,,1,1,1
4286,4286,181,,3,7,1
4287,4287,171,,1,2,1
4293,4293,171,,1,2,1
4295,4295,168,,7,0,7
4296,4296,168,,4,1,1
4297,4297,170,,3,1,1
4298,4298,170,,1,1,1
4301,4301,170,,1,0,1
4303,4303,168,,8,0,8
4304,4304,168,,4,0,4
4305,4305,172,,1,0,1
4312,4312,170,,5,1,5
4313,4313,168,,1,0,1
4315,4315,168,,1,0,1
4317,4317,265,,11,1,7
4318,4318,265,,1,10,1
4322,4322,1048,,1,2,1
4324,4324,1048,,3,1,2
4325,4325,1048,,5,1,1
4326,4326,1048,,1,2,1
4328,4328,1048,,3,2,1
4329,4329,1048,,4,1,2
4330,4330,1048,,1,1,1
4332,4332,1048,,5,1,2
4333,4333,1048,,1,2,1
4337,4337,1048,,1,2,1
4339,4339,1048,,3,1,1
4340,4340,1048,,1,2,1
4342,4342,286,,3,1,3
4343,4343,286,,5,3,3
4344,4344,286,,1,3,1
4346,4346,286,,1,2,1
4347,4347,286,,3,1,2
4348,4348,286,,6,1,6
4349,4349,286,,1,1,1
4351,4351,286,,2,2,2
4352,4352,286,,2,2,1
4353,4353,286,,1,1,1
4354,4354,286,,2,0,1
4355,4355,286,,1,0,1
4356,4356,286,,5,1,1
4357,4357,270,,1,4,1
4359,4359,270,,1,2,1
4362,4362,270,,1,2,1
4367,4367,275,,1,1,1
4373,4373,275,,1,6,1
4375,4375,134,,1,0,1
4378,4378,142,,6,1,6
4379,4379,142,,2,0,2
4380,4380,142,,4,0,1
4381,4381,142,,5,1,5
4382,4382,142,,1,0,1
4384,4384,134,,5,1,5
4385,4385,152,,1,1,1
4389,4389,159,,3,2,1
4390,4390,265,,5,1,2
4391,4391,266,,4,0,4
4392,4392,265,,9,0,3
4393,4393,265,,4,2,3
4394,4394,306,,1,6,1
4399,4399,302,,4,0,1
4400,4400,302,,3,1,2
4401,4401,302,,5,1,1
4402,4402,302,,3,2,1
4403,4403,302,,3,1,1
4404,4404,302,,1,1,1
4407,4407,302,,2,1,2
4408,4408,302,,1,2,1
4410,4410,302,,2,2,1
4411,4411,302,,1,1,1
4413,4413,310,,4,1,1
4414,4414,310,,1,2,1
4417,4417,310,,1,1,1
4419,4419,310,,5,1,1
4420,4420,310,,1,2,1
4422,4422,310,,1,2,1
4424,4424,310,,17,1,17
4425,4425,301,,3,1,3
4426,4426,301,,3,3,2
4427,4427,301,,4,1,2
4428,4428,301,,6,2,6
4429,4429,302,,8,0,8
4430,4430,302,,1,1,1
4433,4433,310,,7,2,1
4434,4434,310,,4,2,2
4435,4435,310,,6,2,4
4436,4436,310,,4,3,2
4437,4437,310,,4,2,2
4438,4438,310,,4,3,1
4439,4439,310,,1,1,1
4441,4441,310,,4,2,1
4442,4442,310,,5,1,1
4443,4443,310,,4,1,1
4444,4444,310,,3,1,1
4445,4445,310,,1,2,1
4447,4447,310,,5,2,2
4448,4448,280,,1,2,1
4452,4452,276,,1,4,1
4454,4454,279,,1,4,1
4456,4456,280,,1,4,1
4459,4459,280,,4,5,1
4460,4460,280,,3,3,1
4461,4461,280,,1,2,1
4468,4468,267,,1,1,1
4470,4470,307,,1,1,1
4472,4472,317,,1,1,1
4474,4474,289,,1,2,1
4476,4476,267,,1,3,1
4479,4479,306,,7,1,4
4480,4480,306,,4,2,4
4481,4481,306,,8,0,8
4482,4482,306,,1,0,1
4486,4486,306,,1,0,1
4490,4490,336,,1,4,1
4491,4491,336,,1,1,1
4494,4494,336,,5,2,1
4495,4495,336,,1,2,1
4498,4498,336,,1,1,1
4502,4502,336,,8,2,4
4503,4503,336,,1,8,1
4505,4505,333,,1,7,1
4508,4508,279,,1,4,1
4510,4510,299,,4,1,1
4511,4511,299,,3,1,1
4512,4512,299,,2,1,1
4513,4513,299,,6,1,6
4514,4514,299,,4,0,4
4515,4515,299,,1,4,1
4517,4517,299,,4,1,2
4518,4518,305,,3,1,1
4519,4519,299,,4,2,2
4520,4520,299,,3,1,2
4521,4521,299,,5,1,5
4522,4522,299,,4,2,2
4523,4523,295,,1,1,1
4525,4525,295,,5,2,2
4526,4526,295,,4,1,4
4527,4527,292,,5,2,1
4528,4528,295,,1,2,1
4532,4532,295,,4,1,2
4533,4533,295,,2,2,2
4534,4534,295,,4,1,1
4535,4535,295,,7,2,2
4536,4536,295,,2,2,1
4537,4537,295,,3,2,2
4538,4538,295,,5,1,1
4539,4539,295,,1,1,1
4542,4542,292,,5,1,2
4543,4543,330,,7,4,1
4544,4544,330,,10,4,3
4545,4545,330,,7,2,1
4546,4546,331,,1,2,1
4551,4551,331,,1,5,1
4553,4553,331,,5,3,1
4554,4554,331,,5,2,2
4555,4555,331,,1,5,1
4557,4557,291,,5,2,3
4558,4558,291,,5,0,4
4559,4559,291,,5,2,5
4560,4560,291,,6,1,3
4561,4561,291,,4,1,2
4562,4562,289,,1,1,1
4564,4564,289,,1,2,1
4569,4569,289,,5,2,2
4570,4570,289,,1,3,1
4575,4575,289,,8,1,4
4576,4576,291,,6,1,1
4577,4577,291,,7,1,3
4578,4578,313,,2,1,2
4579,4579,313,,4,0,1
4580,4580,313,,4,1,2
4581,4581,313,,3,1,3
4582,4582,307,,5,1,5
4583,4583,262,,6,2,1
4584,4584,313,,3,2,1
4585,4585,313,,5,3,2
4586,4586,313,,6,2,1
4587,4587,313,,17,3,8
4588,4588,279,,3,5,1
4589,4589,313,,5,1,1
4590,4590,313,,1,1,1
4592,4592,313,,1,1,1
4594,4594,313,,4,1,2
4595,4595,313,,3,1,1
4596,4596,313,,2,1,1
4597,4597,314,,2,1,1
4598,4598,314,,3,1,1
4599,4599,314,,3,1,1
4600,4600,314,,5,1,2
4601,4601,314,,4,2,2
4602,4602,314,,2,1,1
4603,4603,313,,1,1,1
4606,4606,333,,3,5,1
4607,4607,308,,1,1,1
4609,4609,374,,1,2,1
4611,4611,374,,1,1,1
4613,4613,374,,5,2,1
4614,4614,368,,3,2,1
4615,4615,368,,1,3,1
4618,4618,368,,1,3,1
4620,4620,368,,3,4,1
4621,4621,368,,1,1,1
4623,4623,368,,3,1,2
4624,4624,308,,2,2,2
4625,4625,308,,4,0,1
4626,4626,374,,4,2,1
4627,4627,374,,1,1,1
4629,4629,374,,5,2,3
4630,4630,407,,6,3,4
4631,4631,404,,1,3,1
4633,4633,403,,4,2,2
4634,4634,403,,6,2,2
4635,4635,403,,5,2,1
4636,4636,403,,3,2,1
4637,4637,403,,1,2,1
4643,4643,352,,3,1,2
4644,4644,409,,1,2,1
4646,4646,409,,1,9,1
4648,4648,408,,8,5,2
4649,4649,408,,6,3,6
4650,4650,144,,1,0,1
4652,4652,144,,1,0,1
4654,4654,121,,1,5,1
4656,4656,121,,3,2,2
4657,4657,137,,6,1,6
4658,4658,137,,4,1,4
4659,4659,137,,4,1,4
4660,4660,137,,9,0,9
4661,4661,144,,1,0,1
4665,4665,137,,3,0,3
4666,4666,137,,1,0,1
4670,4670,162,,1,5,1
4673,4673,134,,10,6,10
4674,4674,134,,11,0,11
4675,4675,134,,12,0,12
4676,4676,134,,1,0,1
4678,4678,130,,4,2,2
4679,4679,130,,1,1,1
4682,4682,137,,1,1,1
4687,4687,121,,3,2,2
4688,4688,121,,5,3,1
4689,4689,121,,5,2,1
4690,4690,121,,1,2,1
4692,4692,135,,14,3,14
4693,4693,135,,7,1,7
4694,4694,135,,5,0,2
4695,4695,123,,5,3,1
4696,4696,121,,3,2,1
4697,4697,123,,1,1,1
4700,4700,148,,1,1,1
4703,4703,144,,6,0,5
4704,4704,144,,1,0,1
4707,4707,166,,2,0,2
4708,4708,166,,1,0,1
4710,4710,166,,1,0,1
4715,4715,111,,1,0,1
4717,4717,111,,1,0,1
4722,4722,24,,1,0,1
4724,4724,81,,4,0,4
4725,4725,137,,2,0,2
4726,4726,137,,4,0,1
4727,4727,454,,2,1,1
4728,4728,454,,4,1,2
4729,4729,454,,4,2,3
4730,4730,454,,2,2,1
4731,4731,454,,2,0,2
4732,4732,454,,4,0,4
4733,4733,454,,15,2,15
4734,4734,451,,1,2,1
4736,4736,451,,2,0,2
4737,4737,451,,2,0,2
4738,4738,451,,3,1,1
4739,4739,451,,2,1,2
4740,4740,451,,3,1,1
4741,4741,451,,4,0,2
4742,4742,451,,3,1,2
4743,4743,451,,2,1,2
4744,4744,451,,1,1,1
4745,4745,451,,3,0,3
4746,4746,451,,2,1,2
4747,4747,451,,1,0,1
4749,4749,451,,4,1,1
4750,4750,451,,1,1,1
4753,4753,454,,7,0,6
4754,4754,454,,2,2,2
4755,4755,454,,2,1,1
4756,4756,454,,1,1,1
4759,4759,454,,7,1,7
4760,4760,454,,3,2,2
4761,4761,454,,3,2,2
4762,4762,425,,2,1,1
4763,4763,425,,2,1,1
4764,4764,425,,4,1,1
4765,4765,425,,3,2,1
4766,4766,425,,1,1,1
4776,4776,425,,2,2,1
4777,4777,425,,4,1,1
4778,4778,425,,5,1,1
4779,4779,425,,5,2,2
4780,4780,425,,2,2,1
4781,4781,425,,1,2,1
4782,4782,425,,5,0,1
4783,4783,425,,2,2,2
4784,4784,425,,3,2,2
4785,4785,425,,5,2,3
4786,4786,425,,5,3,3
4787,4787,425,,4,2,1
4788,4788,425,,4,1,3
4789,4789,425,,4,2,1
4790,4790,425,,4,1,1
4791,4791,425,,5,1,1
4792,4792,425,,4,1,3
4793,4793,425,,1,1,1
4797,4797,528,,7,1,7
4798,4798,528,,7,0,1
4799,4799,528,,5,3,1
4800,4800,528,,4,1,4
4801,4801,528,,5,0,2
4802,4802,806,,5,3,1
4803,4803,806,,1,4,1
4809,4809,806,,1,5,1
4810,4810,806,,1,1,1
4813,4813,806,,1,2,1
4815,4815,803,,1,1,1
4816,4816,803,,1,1,1
4817,4817,803,,1,0,1
4818,4818,803,,1,1,1
4819,4819,803,,1,1,1
4820,4820,803,,1,1,1
4821,4821,803,,1,1,1
4822,4822,803,,4,1,2
4823,4823,803,,3,1,2
4824,4824,803,,1,1,1
4826,4826,803,,1,1,1
4827,4827,803,,4,1,1
4828,4828,803,,2,2,1
4829,4829,803,,3,1,1
4830,4830,803,,3,1,1
4831,4831,803,,2,1,2
4832,4832,803,,4,1,2
4833,4833,803,,1,2,1
4834,4834,803,,4,1,3
4835,4835,803,,4,0,1
4836,4836,803,,3,1,3
4837,4837,803,,1,0,1
4838,4838,803,,3,1,2
4839,4839,803,,1,0,1
4847,4847,448,,4,1,1
4848,4848,448,,1,0,1
4851,4851,448,,12,1,12
4852,4852,448,,5,0,2
4853,4853,448,,3,2,1
