trip_id,SAMPN,PERNO,PLANO,TRIP_WEIGHT,TAZ,TPURP,TPURP,TPURP,TPURP,TPURP,TPURP,TPURP,TPURP,TPURP,TPURP,TPURP,MODE,MODE,MODE,MODE,MODE,MODE,MODE,MODE,MODE,MODE,MODE,DEP_HR,DEP_MIN,ARR_HR,ARR_MIN,DRIVER,DRIVER,TOLL_NO,TOLL_NO,TOTTR,TOTTR_NEXT,HHMEM,PER1,PER2,PER3,PER4,PER5,PER6
13501,8070,4,3,123.75640478145016,733,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,19,0,19,10,2,2,2,2,0,0,0,,,,,,
13502,8070,4,4,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,20,0,20,10,2,2,2,2,0,0,0,,,,,,
13503,8071,1,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,20,15,20,30,2,2,2,2,0,0,0,,,,,,
13504,8071,1,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,23,0,23,30,2,2,2,2,0,0,0,,,,,,
13505,8071,4,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,16,0,16,30,2,2,2,2,0,0,0,,,,,,
13506,8071,4,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,23,0,23,30,2,2,2,2,0,0,0,,,,,,
13507,8072,1,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,7,0,7,43,2,2,2,2,0,0,0,,,,,,
13508,8072,1,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,17,15,18,0,2,2,2,2,0,0,0,,,,,,
13509,8073,1,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,8,0,8,45,2,2,2,2,0,0,0,,,,,,
13510,8073,1,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,18,15,18,40,2,2,2,2,0,0,0,,,,,,
13511,8073,2,1,123.75640478145016,516,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,8,0,8,45,2,2,2,2,0,0,0,,,,,,
13512,8073,2,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,18,0,18,45,2,2,2,2,0,0,0,,,,,,
13513,8074,1,1,209.94122770174585,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,8,15,8,45,2,2,2,2,0,0,0,,,,,,
13514,8074,1,2,209.94122770174585,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,18,45,19,15,2,2,2,2,0,0,0,,,,,,
13515,8074,2,1,128.79259430465302,0,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,8,0,9,0,2,2,2,2,0,0,0,,,,,,
13516,8074,2,2,128.79259430465302,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,20,0,22,0,2,2,2,2,0,0,0,,,,,,
13517,8074,4,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,8,0,8,20,2,2,2,2,0,0,0,,,,,,
13518,8074,4,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,17,45,18,15,2,2,2,2,0,0,0,,,,,,
13519,8075,1,1,111.2727676874919,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,7,0,7,45,2,2,2,2,0,0,0,,,,,,
13520,8075,1,2,111.2727676874919,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,18,30,18,45,2,2,2,2,0,0,0,,,,,,
13521,8075,2,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,7,0,7,45,2,2,2,2,0,0,0,,,,,,
13522,8075,2,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,18,30,18,50,2,2,2,2,0,0,0,,,,,,
13523,8076,1,1,111.2727676874919,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,8,15,8,45,2,2,2,2,0,0,0,,,,,,
13524,8076,1,2,111.2727676874919,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,19,0,19,46,2,2,2,2,0,0,0,,,,,,
13525,8076,1,3,111.2727676874919,784,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,20,15,20,30,2,2,2,2,0,0,0,,,,,,
13526,8076,1,4,111.2727676874919,734,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,22,0,22,15,2,2,2,2,0,0,0,,,,,,
13527,8076,2,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,8,0,8,25,2,2,2,2,0,0,0,,,,,,
13528,8076,2,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,18,0,18,35,2,2,2,2,0,0,0,,,,,,
13529,8076,3,1,209.94122770174585,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,8,0,8,30,2,2,2,2,0,0,0,,,,,,
13530,8076,3,2,209.94122770174585,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,19,30,20,0,2,2,2,2,0,0,0,,,,,,
13531,8076,3,3,209.94122770174585,784,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,21,0,21,15,2,2,2,2,0,0,0,,,,,,
13532,8076,3,4,209.94122770174585,734,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,22,30,23,45,2,2,2,2,0,0,0,,,,,,
13533,8076,4,1,123.75640478145016,516,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,0,9,25,2,2,2,2,0,0,0,,,,,,
13534,8076,4,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,19,0,19,30,2,2,2,2,0,0,0,,,,,,
13535,8283,1,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,6,0,6,30,2,2,2,2,0,0,0,,,,,,
13536,8283,1,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,16,0,16,45,2,2,2,2,0,0,0,,,,,,
13537,8283,1,3,123.75640478145016,781,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,18,0,18,45,2,2,2,2,0,0,0,,,,,,
13538,8283,1,4,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,20,0,20,45,2,2,2,2,0,0,0,,,,,,
13539,8283,2,1,123.75640478145016,516,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,6,0,6,25,2,2,2,2,0,0,0,,,,,,
13540,8283,2,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,16,0,16,40,2,2,2,2,0,0,0,,,,,,
13541,8283,3,1,123.75640478145016,516,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,6,0,6,25,2,2,2,2,0,0,0,,,,,,
13542,8283,3,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,16,0,16,45,2,2,2,2,0,0,0,,,,,,
13543,8284,1,1,123.75640478145016,516,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,7,0,7,35,2,2,2,2,0,0,0,,,,,,
13544,8284,1,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,16,0,16,45,2,2,2,2,0,0,0,,,,,,
13545,8284,2,1,123.75640478145016,516,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,7,0,7,30,2,2,2,2,0,0,0,,,,,,
13546,8284,2,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,16,0,16,45,2,2,2,2,0,0,0,,,,,,
13547,8284,3,1,123.75640478145016,516,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,7,0,7,30,2,2,2,2,0,0,0,,,,,,
13548,8284,3,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,16,0,16,45,2,2,2,2,0,0,0,,,,,,
13549,8284,4,1,123.75640478145016,516,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,7,0,7,30,2,2,2,2,0,0,0,,,,,,
13550,8284,4,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,16,0,16,45,2,2,2,2,0,0,0,,,,,,
13551,8285,1,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,6,0,6,30,2,2,2,2,0,0,0,,,,,,
13552,8285,1,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,17,0,17,35,2,2,2,2,0,0,0,,,,,,
13553,8285,2,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,6,0,6,30,2,2,2,2,0,0,0,,,,,,
13554,8285,2,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,17,0,17,30,2,2,2,2,0,0,0,,,,,,
13555,8285,3,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,6,0,6,30,2,2,2,2,0,0,0,,,,,,
13556,8285,3,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,17,0,17,30,2,2,2,2,0,0,0,,,,,,
13557,8285,4,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,6,0,6,30,2,2,2,2,0,0,0,,,,,,
13558,8285,4,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,17,0,17,35,2,2,2,2,0,0,0,,,,,,
13559,8285,5,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,6,0,6,30,2,2,2,2,0,0,0,,,,,,
13560,8285,5,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,17,0,17,30,2,2,2,2,0,0,0,,,,,,
13561,8285,6,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,6,0,6,30,2,2,2,2,0,0,0,,,,,,
13562,8285,6,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,17,0,17,30,2,2,2,2,0,0,0,,,,,,
13563,8286,1,1,128.79259430465302,734,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,21,0,21,20,2,2,2,2,0,0,0,,,,,,
13564,8286,1,2,128.79259430465302,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,23,58,23,59,2,2,2,2,0,0,0,,,,,,
13565,8286,2,1,128.79259430465302,734,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,21,0,21,25,2,2,2,2,0,0,0,,,,,,
13566,8286,2,2,128.79259430465302,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,23,58,23,59,2,2,2,2,0,0,0,,,,,,
13567,8286,3,1,128.79259430465302,734,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,21,0,21,15,2,2,2,2,0,0,0,,,,,,
13568,8286,3,2,128.79259430465302,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,23,58,23,59,2,2,2,2,0,0,0,,,,,,
13569,8287,1,1,123.75640478145016,516,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,8,30,8,50,2,2,2,2,0,0,0,,,,,,
13570,8287,1,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,11,30,11,45,2,2,2,2,0,0,0,,,,,,
13571,8287,1,3,123.75640478145016,516,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,13,30,14,0,2,2,2,2,0,0,0,,,,,,
13572,8287,1,4,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,18,0,18,25,2,2,2,2,0,0,0,,,,,,
13573,8288,1,1,209.94122770174585,516,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,10,0,10,25,2,2,2,2,0,0,0,,,,,,
13574,8288,1,2,209.94122770174585,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,17,0,17,40,2,2,2,2,0,0,0,,,,,,
13575,8288,1,3,209.94122770174585,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,19,0,19,30,2,2,2,2,0,0,0,,,,,,
13576,8288,1,4,209.94122770174585,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,23,58,23,59,2,2,2,2,0,0,0,,,,,,
13577,8289,1,1,123.75640478145016,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,8,0,8,30,2,2,2,2,0,0,0,,,,,,
13578,8289,1,2,123.75640478145016,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,18,30,18,50,2,2,2,2,0,0,0,,,,,,
13579,8289,2,1,170.0024448236203,516,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,8,0,8,30,2,2,2,2,0,0,0,,,,,,
13580,8289,2,2,170.0024448236203,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,14,0,14,20,2,2,2,2,0,0,0,,,,,,
13581,8289,2,3,170.0024448236203,39053,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,16,0,16,20,2,2,2,2,0,0,0,,,,,,
13582,8289,2,4,170.0024448236203,734,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,19,0,19,30,2,2,2,2,0,0,0,,,,,,
13583,1272,1,1,57.66464412285913,394,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,8,30,8,50,1,1,2,2,0,0,0,,,,,,
13584,1272,1,2,57.66464412285913,148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,13,15,1,1,2,2,0,0,0,,,,,,
13585,1272,1,3,57.66464412285913,505,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,19,0,19,10,1,1,2,2,0,0,0,,,,,,
13586,1272,1,4,57.66464412285913,503,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,21,0,21,10,1,1,2,2,0,0,0,,,,,,
13587,1272,1,5,57.66464412285913,505,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,23,0,23,10,1,1,2,2,0,0,0,,,,,,
13588,1272,2,1,72.83157142034374,829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,9,0,1,1,2,2,0,0,0,,,,,,
13589,1272,2,2,72.83157142034374,505,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,18,0,19,30,1,1,2,2,0,0,0,,,,,,
13590,1272,2,3,72.83157142034374,502,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,20,0,20,15,1,1,2,2,0,0,0,,,,,,
13591,1272,2,4,72.83157142034374,505,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,23,58,23,59,1,1,2,2,0,0,0,,,,,,
13592,1272,3,1,74.25539309203923,505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,30,10,45,1,1,2,2,0,0,0,,,,,,
13593,1272,3,2,74.25539309203923,505,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,14,0,14,10,1,1,2,2,0,0,0,,,,,,
13594,1272,4,1,121.93398395691364,250,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,10,0,10,30,1,1,2,2,0,0,0,,,,,,
13595,1272,4,2,121.93398395691364,505,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,14,0,14,30,1,1,2,2,0,0,0,,,,,,
13596,1273,1,1,204.12751226795348,505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,7,5,1,1,2,2,0,0,0,,,,,,
13597,1273,1,2,204.12751226795348,505,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,14,30,14,35,1,1,2,2,0,0,0,,,,,,
13598,1273,1,3,204.12751226795348,513,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,17,45,18,0,1,1,2,2,2,0,1,2,3,,,,
13599,1273,1,4,204.12751226795348,531,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,19,10,19,25,1,1,2,2,2,2,1,2,3,,,,
13600,1273,1,5,204.12751226795348,745,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,19,35,19,50,1,1,2,2,2,2,1,2,3,,,,
13601,1273,1,6,204.12751226795348,505,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,20,30,20,45,1,1,2,2,2,2,1,2,3,,,,
13602,1333,1,1,55.66972148198212,1336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,30,9,0,1,1,2,2,0,0,0,,,,,,
13603,1333,1,2,55.66972148198212,834,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,19,0,19,35,1,1,2,2,0,0,0,,,,,,
13604,1334,1,1,28.773837458444486,592,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,7,50,8,15,2,2,2,2,0,0,0,,,,,,
13605,1334,1,2,28.773837458444486,834,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,17,30,18,16,2,2,2,2,0,0,0,,,,,,
13606,1334,1,3,28.773837458444486,834,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,20,0,20,5,2,2,2,2,0,0,0,,,,,,
13607,1334,1,4,28.773837458444486,834,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,22,0,22,10,2,2,2,2,0,0,0,,,,,,
13608,1335,1,1,85.95178874802575,1359,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,8,40,8,50,2,2,2,2,0,0,0,,,,,,
13609,1335,1,2,85.95178874802575,834,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,18,0,18,55,2,2,2,2,0,0,0,,,,,,
13610,1335,1,3,85.95178874802575,829,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,19,0,19,15,2,2,2,2,0,0,0,,,,,,
13611,1335,1,4,85.95178874802575,834,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,21,0,21,15,2,2,2,2,0,0,0,,,,,,
13612,1335,2,1,78.45170703157218,971,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,0,9,0,2,2,2,2,0,0,0,,,,,,
13613,1335,2,2,78.45170703157218,834,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,18,0,19,0,2,2,2,2,0,0,0,,,,,,
13614,1336,1,1,36.02305188496535,835,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,9,0,9,15,2,2,2,2,0,0,0,,,,,,
13615,1336,1,2,36.02305188496535,834,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,18,0,18,15,2,2,2,2,0,0,0,,,,,,
13616,1336,2,1,36.02305188496535,835,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,9,0,9,10,2,2,2,2,0,0,0,,,,,,
13617,1336,2,2,36.02305188496535,834,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,18,0,18,15,2,2,2,2,0,0,0,,,,,,
13618,1416,1,1,236.90285097856227,802,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,11,0,11,25,2,2,2,2,0,0,0,,,,,,
13619,1416,1,2,236.90285097856227,835,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,12,30,12,55,2,2,2,2,0,0,0,,,,,,
13620,1416,1,3,236.90285097856227,835,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,23,0,23,5,2,2,2,2,0,0,0,,,,,,
13621,1416,1,4,236.90285097856227,835,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,23,45,23,50,2,2,2,2,0,0,0,,,,,,
13622,1417,1,1,63.258300649292366,832,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,15,0,15,15,1,1,2,2,0,0,0,,,,,,
13623,1417,1,2,63.258300649292366,835,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,23,45,23,59,1,1,2,2,0,0,0,,,,,,
13624,1417,2,1,288.9922604123094,1029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,30,8,0,1,1,2,2,0,0,0,,,,,,
13625,1417,2,2,288.9922604123094,913,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,0,14,15,1,1,2,2,0,0,0,,,,,,
13626,1417,2,3,288.9922604123094,976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,0,15,20,1,1,2,2,0,0,0,,,,,,
13627,1417,2,4,288.9922604123094,1360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,0,17,30,1,1,1,1,0,0,0,,,,,,
13628,1417,2,5,288.9922604123094,835,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,18,30,18,45,1,1,2,2,0,0,0,,,,,,
13629,1418,1,1,323.93465546811325,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,7,45,8,50,2,2,1,1,0,0,0,,,,,,
13630,1418,1,2,323.93465546811325,779,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,16,0,17,51,2,2,1,1,0,0,0,,,,,,
13631,1418,1,3,323.93465546811325,835,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,18,0,18,15,2,2,2,2,0,0,0,,,,,,
13632,1418,1,4,323.93465546811325,629,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,21,45,22,0,2,2,2,2,2,0,0,0,,,,,
13633,1418,1,5,323.93465546811325,835,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,23,30,23,45,2,2,2,2,0,2,0,,,,,,
13634,1419,1,1,151.4907664240823,823,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,8,30,8,45,2,2,2,2,0,0,0,,,,,,
13635,1419,1,2,151.4907664240823,823,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,18,30,18,45,2,2,2,2,0,0,0,,,,,,
13636,1420,1,1,73.85039785611633,809,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,7,30,7,50,2,2,2,2,0,0,0,,,,,,
13637,1420,1,2,73.85039785611633,835,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,17,30,17,55,2,2,2,2,0,0,0,,,,,,
13638,1422,1,1,229.40786277963923,979,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,10,0,10,23,1,1,1,1,3,0,2,2,3,4,,,
13639,1422,1,2,229.40786277963923,835,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,20,30,20,55,1,1,1,1,3,3,2,2,3,4,,,
13640,1422,2,1,233.02468431882951,979,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,10,0,10,23,2,2,1,1,3,0,2,1,3,4,,,
13641,1422,2,2,233.02468431882951,835,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,20,0,20,30,2,2,1,1,3,3,2,1,3,4,,,
13642,1422,3,1,233.02468431882951,979,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,10,0,10,23,2,2,1,1,3,0,2,1,2,4,,,
13643,1422,3,2,233.02468431882951,835,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,20,0,20,30,2,2,1,1,3,3,2,1,2,4,,,
13644,1422,4,1,233.02468431882951,979,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,10,0,10,23,2,2,1,1,3,0,2,1,2,3,,,
13645,1422,4,2,233.02468431882951,835,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,20,0,20,30,2,2,1,1,3,3,2,1,2,3,,,
13646,1423,1,1,382.03838291181785,834,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,30,8,50,2,2,2,2,0,0,0,,,,,,
13647,1423,1,2,382.03838291181785,835,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,19,0,19,25,2,2,2,2,0,0,0,,,,,,
13648,1027,1,1,85.11027124474252,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,30,8,0,1,1,2,2,0,0,0,,,,,,
