household_id,has_labourer,household_id,hh_floors,hh_units,hh_under6yr,hh_over6yr,hh_maids,hh_under6yr_present,hh_over6yr_present,hh_tenure,hh_veh,hh_bikes,ptdist,hhincome,hhproptype,hhproptype_other,geocode,community,road,building,poi,emirate,interviewer_id,interviewer_company,interview_date,interview_time,interviewer_company_name,interviewer_company_num,home_zone_id
1588,False,3028,1,0,0,3,0,0,3,2,1,1,3,5,1,,"25.224733,55.268805",Al Bada'a,,,Al Bada'a park,1,MS001,ms,2014-05-06,20:56:00,,333,532
1589,False,3029,1,10,0,9,0,0,9,3,0,1,2,4,1,,"25.230119,55.277882",Al satwa,8c,37,Zayed bin sultan boys school,1,MS010,ms,2014-05-06,19:09:00,,334,39004
1590,False,3030,1,8,0,15,0,0,15,3,0,0,2,10,1,,"25.230663,55.278375",Al satwa,8c,42,Zayed bin sultan boys school,1,MS010,ms,2014-05-06,20:17:00,,334,39004
1591,False,3031,1,1,0,3,0,0,3,2,1,0,1,2,3,,"25.226179,55.269921",Al Badaa,-,-,Al Badaa Park,1,MS012,ms,2014-05-06,19:28:00,,333,533
1592,False,3034,1,1,0,2,0,0,2,2,0,0,1,1,3,,"25.226373,55.270479",Al Badaa ,-,-,Al Badaa Park,1,MS012,ms,2014-05-06,21:45:00,,333,533
1593,False,3036,17,170,0,8,0,0,8,2,0,0,1,4,3,,"25.211901,55.274566",world trade centre 1,sheikh zayad road,al safa towers,emirates towes metro station,1,MS013,ms,2014-05-07,20:50:00,,335,573
1594,False,3037,17,170,0,3,0,0,3,2,0,0,2,4,3,,"25.217948,55.278697",world trade centre area1,sheikh zayed road,al safa tower,emirates towers metro station,1,MS013,ms,2014-05-07,21:21:00,,335,567
1595,False,3038,17,170,0,7,0,0,7,2,0,0,2,4,3,,"25.217677,55.278289",world trade cente area 1,sheikh zayed road,al safa tower,emirates towers metor station,1,MS013,ms,2014-05-07,21:57:00,,335,567
1596,False,3039,17,170,0,2,0,0,2,2,0,0,2,3,3,,"25.217657,55.278332",world trade centre area 1,sheikh zayed road,al safa tower,emirates towers metro station,1,MS013,ms,2014-05-07,22:33:00,,335,567
1597,False,3040,1,1,0,7,0,0,7,1,2,0,2,5,1,,"25.204436,55.253913",AL WASL,,,MAZAYA CENTER,1,MS008,ms,2014-05-07,20:14:00,,343,644
1598,False,3041,1,1,0,5,0,0,5,1,3,0,2,4,1,,"25.203233,55.252197",AL WASL ,,,MAZAYA CENTER,1,MS008,ms,2014-05-07,20:46:00,,343,644
1599,False,3042,1,0,0,4,0,0,4,1,2,0,1,6,1,,"25.203136,55.252004",AL WASL,,,MAZAYA CENTER,1,MS008,ms,2014-05-07,20:59:00,,343,644
1600,False,3043,1,0,0,4,0,0,4,1,1,0,1,6,1,,"25.203369,55.252347",AL WASL,,,MAZAYA CENTER,1,MS008,ms,2014-05-07,21:30:00,,343,644
1601,False,3049,1,1,0,2,0,0,2,2,0,0,4,1,1,,"25.204262,55.254343",Al Wasl,15A Street,-,Al Mazaya Centre,1,MS006,ms,2014-05-07,20:42:00,,343,644
1602,False,3050,2,0,3,9,0,3,9,1,6,0,4,7,1,,"25.228198,55.271273",AL WASEL,12B,-,MAZAYAH ROAD,1,MS023,ms,2014-05-07,20:34:00,,333,533
1603,False,3051,18,72,1,3,0,1,3,2,2,0,1,5,3,,"25.211872,55.274513",World Trade centre first,51A,Aspen Towers,Financial Metro station,1,MS009,ms,2014-05-07,19:46:00,,335,573
1604,False,3053,1,0,0,7,0,0,7,1,5,0,2,10,1,,"25.203252,55.252004",AL WASAL,-,-,Mazya Center,1,MS004,ms,2014-05-07,21:03:00,,343,644
1605,False,3055,18,72,0,4,0,0,4,2,4,0,2,4,3,,"25.208572,55.272110",World Trade Centre,Sheikh zayed,-,Union cooperative society,1,MS018,ms,2014-05-07,19:14:00,,335,572
1606,False,3058,-1,-1,1,6,0,1,6,2,2,0,2,5,1,,"25.235166,55.267582",Al wasl,,,Al mazaya centre,1,MS016,ms,2014-05-07,19:47:00,,332,513
1607,False,3059,1,0,2,6,0,2,6,1,4,0,4,6,1,,"25.207892,55.246189",al wasl,,,al mazaya center,1,MS015,ms,2014-05-07,19:11:00,,342,522
1608,False,3060,1,0,0,5,0,0,5,2,3,0,4,5,1,,"25.208183,55.246446",al wasl,,,al mazaya center,1,MS015,ms,2014-05-07,19:50:00,,342,522
1609,False,3061,1,0,0,4,0,0,4,2,2,0,4,4,1,,"25.208416,55.246446",al wasl,,,al mazaya center,1,MS015,ms,2014-05-07,20:29:00,,342,522
1610,False,3062,1,1,0,7,0,0,7,1,2,0,4,5,1,,"25.132056,55.206878",al wasl ,al wasl,,Al mazaya centre,1,MS020,ms,2014-05-07,19:10:00,,367,768
1611,False,3063,1,1,0,5,0,0,5,2,0,0,4,1,1,,"25.132231,55.207007",al wasl,al wasl,,al mazaya centre 0,1,MS020,ms,2014-05-07,19:55:00,,367,768
1612,False,3064,1,1,0,4,0,0,4,2,1,0,3,3,1,,"25.131551,55.206428",al wasl,al wasl road,,al mzaya centre,1,MS020,ms,2014-05-07,20:24:00,,367,768
1613,False,3065,18,72,0,3,0,0,3,2,2,0,2,5,3,,"25.209348,55.272818",WORLD TRADE CENTER FIRST,51A,ASPIN RESIDENTIAL TOWER,UNION COOP,1,MS014,ms,2014-05-07,19:49:00,,335,572
1614,False,3077,2,0,0,6,0,0,6,1,2,0,1,7,1,,"25.204009,55.255566",Al Wasl,-,-,Mazaya Centre,1,MS001,ms,2014-05-07,18:51:00,,343,645
1615,False,3078,1,0,0,3,0,0,3,2,1,0,1,3,1,,"25.203796,55.254418",Al Wasl,-,-,Mazaya centre,1,MS001,ms,2014-05-07,19:23:00,,343,644
1616,False,3080,15,70,0,6,0,0,6,2,1,0,2,10,3,,"25.215561,55.276830",World trade center first,308 street,Rostamani tower ,Emirates tower metro station,1,MS010,ms,2014-05-07,19:54:00,,335,567
1617,False,3081,15,70,0,4,0,0,4,2,2,0,2,10,3,,"25.215502,55.276841",World trade center first,Sheikh zayed road,Rostamani tower B,Emirates tower station,1,MS010,ms,2014-05-07,20:34:00,,335,567
1618,False,3082,15,70,0,6,0,0,6,2,2,0,2,6,3,,"25.215493,55.276948",World trade cente first,Sheih zayed road,Rostamani tower b,emirates tower metro station,1,MS010,ms,2014-05-07,20:55:00,,335,567
1619,False,3083,15,70,0,5,0,0,5,2,3,0,2,7,3,,"25.215386,55.276787",World trade center first,Sheikh zayed road,Rostamani tower b,Emirates tower metro station,1,MS010,ms,2014-05-07,21:18:00,,335,567
1620,False,3084,15,70,0,4,0,0,4,2,2,0,2,10,3,,"25.215541,55.276744",World trade center,sheikh zayed road,rostamani tower b,emirates tower metro station,1,MS010,ms,2014-05-07,21:57:00,,335,567
1621,False,3085,17,170,0,10,0,0,10,2,0,0,1,4,3,,"25.217133,55.277882",World trade center first,sheikh zayed road,Al safa tower ,Emirates tower metro station,1,MS010,ms,2014-05-07,22:14:00,,335,567
1622,False,3087,1,0,0,4,0,0,4,1,3,0,1,8,1,,"25.161464,55.222435",Al Wasl,-,-,Mazaya Centre,1,MS012,ms,2014-05-07,20:46:00,,357,684
1623,False,3088,1,0,1,7,0,1,7,1,4,0,4,9,1,,"25.192001,55.249826",al wasl,24b street,-,al shafi boys school,1,MS011,ms,2014-05-15,18:43:00,,343,39023
1624,False,3089,17,170,0,12,0,0,12,2,0,0,2,6,3,,"25.217657,55.278225",world trade centre area 1,sheikh zayed road,al safa tower,emirates towers metro station,1,MS013,ms,2014-05-15,19:51:00,,335,567
1625,False,3093,1,6,0,4,0,0,4,1,4,0,2,6,1,,"25.194573,55.256617",Al Wasl,Umm Ammara,-,Al Ittihad Medical Centre,1,MS006,ms,2014-05-15,21:32:00,,343,39031
1626,False,3095,1,0,0,6,0,0,6,1,4,0,4,8,1,,"25.193661,55.249772",Al wasl,Al wasl,,Al Shafi Boy school,1,MS009,ms,2014-05-15,19:41:00,,343,656
1627,False,3099,17,170,1,3,0,1,3,2,1,0,3,5,3,,"25.217696,55.278268",World trade centre 1,Sheikh zayed road,Al safa tower,Emirates tower metro station,1,MS016,ms,2014-05-15,19:56:00,,335,567
1628,False,3100,17,170,0,3,0,0,3,2,0,0,2,5,3,,"25.217657,55.278289",World trade centre 1,Sheikh zayed,Al safa tower,Emirates metro station,1,MS016,ms,2014-05-15,20:20:00,,335,567
1629,False,3101,1,1,0,4,0,0,4,1,2,0,3,6,1,,"25.225655,55.269341",al wasl,41,25,al sahfie boys school,1,MS007,ms,2014-05-15,18:37:00,,333,533
1630,False,3102,1,1,0,6,0,0,6,1,3,0,3,6,1,,"25.225694,55.269406",al wasl,41,31,al shafie boys school,1,MS007,ms,2014-05-15,19:01:00,,333,533
1631,False,3103,2,1,0,4,0,0,4,1,3,0,3,7,1,,"25.225616,55.268998",al wasl,41,24,al shafie boys school,1,MS007,ms,2014-05-15,19:44:00,,333,532
1632,False,3104,2,0,0,2,0,0,2,3,1,0,2,8,1,,"25.220986,55.268086",Al Bada'a,24C,-,Al Wasl Park,1,MS001,ms,2014-05-15,18:12:00,,333,39046
1633,False,3105,2,0,0,2,0,0,2,3,2,0,1,8,1,,"25.223335,55.267754",Al Bada'a,-,-,Al Wasl Park,1,MS001,ms,2014-05-15,19:09:00,,333,39046
1634,False,3106,1,0,0,3,0,0,3,2,2,0,2,10,1,,"25.215153,55.261627",Al bada ,Street 81,villa 7,Sand castle nursery,1,MS010,ms,2014-05-15,19:02:00,,333,535
1635,False,3107,1,0,0,6,0,0,6,1,3,0,3,10,1,,"25.213367,55.261885",Al bada,street 12,villa 123a,sand castle nursery,1,MS010,ms,2014-05-15,19:27:00,,333,535
1636,False,3108,1,0,0,4,0,0,4,2,2,0,3,10,1,,"25.213571,55.261896",Al Bada,Street 12,villa 127b,Sand castle nursery,1,MS010,ms,2014-05-15,20:18:00,,333,535
1637,False,3110,1,0,0,1,0,0,1,2,2,0,1,10,1,,"25.214007,55.261488",Al Badaa/333,-,-,Sand Castle Nursery,1,MS012,ms,2014-05-15,19:22:00,,333,535
1638,False,3113,1,0,0,2,0,0,2,3,2,0,1,7,1,,"25.221404,55.267990",al bada,,,al wasel park,1,MS015,ms,2014-05-15,18:32:00,,333,39046
1639,False,3114,1,0,0,4,0,0,4,3,2,0,1,6,1,,"25.221714,55.268226",al bada,,,al wasll park,1,MS015,ms,2014-05-15,19:05:00,,333,39046
1640,False,3115,1,0,0,1,0,0,1,3,2,0,1,6,1,,"25.222646,55.268419",al bada,,,al wasl park,1,MS015,ms,2014-05-15,19:55:00,,333,39046
1641,False,3116,1,0,0,5,0,0,5,2,4,0,2,8,1,,"25.221802,55.260179",jumeriah 1,-,45b,beach center,1,MS011,ms,2014-05-17,19:44:00,,332,518
1642,False,3117,2,-1,0,6,0,0,6,2,2,0,3,7,1,,"25.227402,55.259321",jumeirah 1,jumeriah road,villa,jumeirah 1 open beach,1,MS013,ms,2014-05-17,19:58:00,,332,516
1643,False,3118,2,5,0,6,0,0,6,2,3,0,3,7,1,,"25.226101,55.258269",jumeirah 1,jumeirah road,villa,jumeirah 1 open beach,1,MS013,ms,2014-05-17,20:29:00,,332,516
1644,False,3120,1,0,0,3,0,0,3,2,1,0,2,4,1,,"25.232953,55.268494",JUMEIRA 1ST,-,-,JUMEIRA GRAND MOSQUE,1,MS008,ms,2014-05-17,19:12:00,,332,513
1645,False,3121,3,30,0,4,0,0,4,2,2,0,2,8,3,,"25.185020,55.229967",Jumeirah 1st,Jumeirah Road,Al Maskan,jumeirah Grand Mosque,1,MS006,ms,2014-05-17,19:16:00,,352,617
1646,False,3122,3,30,0,2,0,0,2,2,2,0,2,4,3,,"25.185117,55.229666",Jumeirah 1st,Jumeirah Road,AL Maskan,Jumeirah Grand Mosque,1,MS006,ms,2014-05-17,19:57:00,,352,617
1647,False,3123,3,30,2,3,0,2,3,2,1,0,2,5,3,,"25.185117,55.229795",Jumeirah 1st,Jumeirah Road,Al Maskan,Jumeirah Grand Mosque,1,MS006,ms,2014-05-17,20:16:00,,352,617
1648,False,3124,3,30,0,2,0,0,2,2,0,0,2,6,3,,"25.185098,55.229902",Jumeirh 1st,Jumeirah Road,AL Maskan,Jumeirah Grand Mosque,1,MS006,ms,2014-05-17,20:32:00,,352,617
1649,False,3125,3,30,0,2,0,0,2,2,2,0,2,6,3,,"25.184981,55.229967",Jumeirah 1st,Jumeirah Road,Al Maskan,Jumeirah Grand Mall,1,MS006,ms,2014-05-17,20:47:00,,352,617
1650,False,3126,3,30,2,2,0,2,2,2,2,0,2,6,3,,"25.185039,55.229881",Jumeirah 1st,Jumeirah Road,-,Jumeirah Grand City Mall,1,MS006,ms,2014-05-17,21:17:00,,352,617
1651,False,3127,3,30,2,3,0,2,3,2,1,0,2,5,3,,"25.184962,55.230052",Jumeirah 1st,Jumeirah Road,al Maskan,Jumeirah Grand Mosque,1,MS006,ms,2014-05-17,21:45:00,,352,617
1652,False,3128,1,0,0,2,0,0,2,2,1,0,9,7,1,,"25.222695,55.260984",Jumeirah First,,8B,Beach Centre,1,MS009,ms,2014-05-17,19:39:00,,332,518
1653,False,3130,1,0,0,3,0,0,3,2,2,0,2,3,1,,"25.233788,55.269105",Jumeirah first,Jumeirah road,-,Jumeirah grand mosque,1,MS018,ms,2014-05-17,19:55:00,,332,513
1654,False,3131,1,0,0,9,0,0,9,2,6,0,3,9,1,,"25.222413,55.255136",322 jumeirah 1,Jumeirah 1,-,Open beach jumeirah 1,1,MS016,ms,2014-05-17,20:03:00,,332,516
1655,False,3132,1,0,0,4,0,0,4,2,2,0,2,9,1,,"25.232313,55.262647",322 jumeirah 1,Jumeirah road,,Open beach jumeirah 1,1,MS016,ms,2014-05-17,20:42:00,,332,514
1656,False,3134,1,0,0,5,0,0,5,2,1,0,3,2,1,,"25.236758,55.270629",jumeirah 1,,,jumeirah grand mosque,1,MS015,ms,2014-05-17,19:09:00,,332,512
1657,False,3135,1,0,0,6,0,0,6,2,2,0,3,2,1,,"25.236777,55.270693",jumeirah 1,,,jumeirah grand mosque,1,MS015,ms,2014-05-17,19:49:00,,332,512
1658,False,3136,2,1,0,5,0,0,5,2,2,2,2,10,1,,"25.227285,55.259020",jumeirah 1,4a,58/a,jumeirah open beach 1,1,MS007,ms,2014-05-17,19:59:00,,332,516
1659,False,3137,2,1,0,4,0,0,4,2,4,0,2,9,1,,"25.232565,55.262003",jumeirah 1,2/a,64/b,jumeirah open beach 1,1,MS007,ms,2014-05-17,20:30:00,,332,514
1660,False,3138,2,1,0,4,0,0,4,1,2,0,3,9,1,,"25.228741,55.259750",jumeirah 1,4/a,85/a,jumeirah open beach 1,1,MS007,ms,2014-05-17,20:52:00,,332,39053
1661,False,3139,2,0,0,4,0,0,4,2,2,0,9,10,1,,"25.222704,55.263226",Jumeirah 1,28A,-,Jumeirah Open Beach,1,MS001,ms,2014-05-17,18:25:00,,332,518
1662,False,3140,2,0,0,6,0,0,6,2,2,0,1,8,1,,"25.182913,55.236028",Jumeirah 1,,,Jumeirah open beach,1,MS001,ms,2014-05-17,19:18:00,,352,616
1663,False,3141,2,-1,0,6,0,0,6,2,2,0,3,7,1,,"25.227402,55.259321",jumeirah 1,jumeriah road,villa,jumeirah 1 open beach,1,MS013,ms,2014-05-17,19:58:00,,332,516
1664,False,3142,2,5,0,6,0,0,6,2,3,0,3,7,1,,"25.226101,55.258269",jumeirah 1,jumeirah road,villa,jumeirah 1 open beach,1,MS013,ms,2014-05-17,20:29:00,,332,516
1665,False,3144,2,62,0,2,0,0,2,2,2,0,1,7,3,,"25.235845,55.271358",Jumeirah First,Jumeirah Rd,Maskan 1,Jumeirah Grand Mosque,1,MS012,ms,2014-05-17,19:30:00,,333,530
1666,False,3145,2,62,0,1,0,0,1,2,1,0,1,6,3,,"25.230546,55.272775",Jumeirah First,-,Al Maskan Bd,Jumeirah Grrand Mosque,1,MS012,ms,2014-05-17,21:45:00,,333,531
1667,False,3146,2,28,1,2,0,1,2,1,1,0,1,4,3,,"25.230527,55.272903",Jumeirah First,-,Al Fahed Bd,Jumeirah Grand Mosque,1,MS012,ms,2014-05-17,22:29:00,,333,531
1668,False,3147,2,6,0,7,0,0,5,2,2,0,2,5,1,,"25.219035,55.252690",jumeirah 1,4 a street,villa,jumeirah 1 open beach,1,MS013,ms,2014-05-20,19:05:00,,332,516
1669,False,3148,2,7,1,6,0,1,4,2,2,1,3,10,1,,"25.223151,55.255866",jumeirah 1,4 a street,villa,jumeirah 1 open beach,1,MS013,ms,2014-05-20,19:30:00,,332,516
1670,False,3149,1,6,0,7,0,0,7,1,9,0,1,9,1,,"25.212241,55.249901",Jumeriah 1,14d,,Police Traning center,1,MS004,ms,2014-05-20,18:45:00,,332,39054
1671,False,3150,1,4,0,3,0,0,3,2,1,1,1,4,1,,"25.212435,55.250802",Jumeriah 1,14d,,Police Traning center,1,MS004,ms,2014-05-20,19:16:00,,332,39054
1672,False,3151,5,25,0,2,0,0,2,2,2,0,2,9,3,,"25.190748,55.277238",Burj Khalifa,Sheikh Mohammed Bin Rashid Al Boulevard,-,Dubai Mall,1,MS018,ms,2014-05-20,19:10:00,,345,978
1673,False,3152,5,25,0,2,0,0,2,2,1,0,2,7,3,,"25.190612,55.276916",Burj Khalifa,SHeikh Mohammed Bin Rashid Al BOulevard,-,Dubai Mall,1,MS018,ms,2014-05-20,20:28:00,,345,978
1674,False,3153,1,0,0,6,0,0,6,2,2,0,2,6,1,,"25.225519,55.257432",Jumeirah 1,4a street,-,Adam's first floor,1,MS016,ms,2014-05-20,19:06:00,,332,516
1675,False,3154,5,25,0,2,0,0,2,1,2,0,4,6,3,,"25.190768,55.277517",burj khalifa,,,dubai mall,1,MS015,ms,2014-05-20,18:56:00,,345,978
1676,False,3155,5,25,0,1,0,0,1,2,0,0,4,5,3,,"25.190787,55.277474",burj khalifa ,,,dubai mall,1,MS015,ms,2014-05-20,20:03:00,,345,978
1677,False,3156,1,1,0,5,0,0,5,1,4,0,3,9,1,,"25.211270,55.249107",jumeirah 1,14/d,62,police training center,1,MS007,ms,2014-05-20,18:37:00,,332,39054
1678,False,3157,2,1,0,6,0,0,6,1,4,0,3,9,1,,"25.211717,55.249364",jumeirah 1,14/d,60,police training center,1,MS007,ms,2014-05-20,19:37:00,,332,39054
1679,False,3158,9,59,1,3,0,1,3,2,1,0,4,5,3,,"25.191777,55.278418",Burj Khalifa,Sheikh Mohamad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS001,ms,2014-05-20,18:41:00,,345,978
1680,False,3159,9,59,0,1,0,0,1,2,0,0,4,5,3,,"25.191836,55.278289",Burj Khalifa,Sheikh Mohamed bin rashid boulevard,Reehan 1,Dubai Mall,1,MS001,ms,2014-05-20,19:24:00,,345,978
1681,False,3160,9,59,0,1,0,0,1,2,0,0,4,10,3,,"25.191719,55.278461",Burj Khalifa,Sheikh Mohamad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS001,ms,2014-05-20,19:48:00,,345,978
1682,False,3161,9,59,1,2,0,1,2,2,3,0,9,9,3,,"25.191719,55.278182",Burj Khalifa,Sheikh Mohamed Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS001,ms,2014-05-20,20:28:00,,345,978
1683,False,3162,1,0,0,6,0,0,6,1,3,0,2,10,1,,"25.222481,55.255415",Jumeirah 1,Jumeirah road,39,Adams first floor,1,MS010,ms,2014-05-20,19:09:00,,332,516
1684,False,3163,1,0,0,4,0,0,4,2,1,0,2,10,1,,"25.218123,55.252422",Jumeirah 1,jumeirah road,31c,adams first floor,1,MS010,ms,2014-05-20,19:51:00,,332,516
1685,False,3164,1,1,1,4,0,1,4,2,3,0,4,7,1,,"25.211086,55.248871",Jumeirah one,,,Police training centre,1,MS009,ms,2014-05-20,18:35:00,,332,39054
1686,False,3165,1,0,2,3,0,2,3,2,2,0,4,8,1,,"25.211688,55.249944",Jumeirah One,,,Police Training Centre,1,MS009,ms,2014-05-20,19:59:00,,332,39054
1687,False,3166,2,24,0,2,0,0,2,1,0,1,2,6,3,,"25.190865,55.276766",burj khalifa ,,kamoon 2,dubai mall ,1,MS008,ms,2014-05-20,18:27:00,,345,978
1688,False,3168,9,59,0,2,0,0,1,2,1,0,4,8,3,,"25.191700,55.278289",Burj Khalifa,Sheikh Mohammad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS006,ms,2014-05-20,18:49:00,,345,978
1689,False,3169,9,59,0,2,0,0,1,2,1,0,4,10,3,,"25.191137,55.277667",Burj Khalifa,Sheikh Mohammad bin Rashid boulevard,Reehan 1,Dubai Mall,1,MS006,ms,2014-05-20,19:08:00,,345,978
1690,False,3170,9,59,0,1,0,0,1,2,1,0,4,6,3,,"25.191020,55.277753",Burj Khalifa,Sheikh Mohammad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS006,ms,2014-05-20,19:31:00,,345,978
1691,False,3171,9,59,0,1,0,0,1,2,1,0,4,6,3,,"25.191098,55.277710",Burj Khalifa,Sheikh Mohammad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS006,ms,2014-05-20,20:00:00,,345,978
1692,False,3172,9,59,0,2,0,0,2,2,1,0,4,7,3,,"25.191137,55.277667",Burj Khalifa,Seikh Mohammad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS006,ms,2014-05-20,20:07:00,,345,978
1693,False,3173,9,59,0,2,0,0,1,2,1,0,4,10,3,,"25.191098,55.277646",Burj Khalifa,Sheikh Mohammad Bin Rashid Boulevard,Reehan 1,Dubai Mall,1,MS006,ms,2014-05-20,20:26:00,,345,978
1694,False,3175,1,0,0,5,0,0,5,1,5,0,2,9,1,,"25.173291,55.251124",al qouz 1,street 14a,-,dubai bowling center,1,MS011,ms,2014-05-22,20:19:00,,354,703
1695,False,3177,30,174,0,2,0,0,2,2,1,0,2,5,3,,"25.196321,55.269299",downtown dubai,sheikh mohammed bin rashid boulevard,the lofts west towers,tche tche cafe,1,MS013,ms,2014-05-22,19:29:00,,345,971
1696,False,3178,30,174,0,2,0,0,2,2,2,0,2,6,3,,"25.196437,55.269256",downtown dubai,sheikh mohammed bin rashid boulevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,19:42:00,,345,971
1697,False,3179,30,174,0,4,0,0,4,2,0,0,4,3,3,,"25.196360,55.269384",downtown dubai,sheikh mohammed bin rashid boulevard,thel lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,20:00:00,,345,971
1698,False,3180,30,174,0,2,0,0,2,2,1,0,2,4,3,,"25.196437,55.269341",downtown,sheikh mohammed bin rashid boulevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,20:17:00,,345,971
1699,False,3181,30,174,0,2,0,0,2,2,2,0,2,7,3,,"25.196360,55.269427",dowtown,sheikh mohammed bin rashid boulevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,20:24:00,,345,971
1700,False,3182,30,174,0,2,0,0,2,2,1,0,2,5,3,,"25.196262,55.269470",downtown,sheikh mohammed bin rashid boulevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,20:39:00,,345,971
1701,False,3183,30,174,0,2,0,0,2,2,2,0,2,5,3,,"25.196321,55.269320",downtown,sheikh mohammed bin rashid boulevard,the lofts west towers,tche tche cafe,1,MS013,ms,2014-05-22,20:53:00,,345,971
1702,False,3184,30,174,0,1,0,0,1,2,1,0,2,5,3,,"25.196515,55.269427",downtown,sheikh mohammed bin rashid boulevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,21:05:00,,345,971
1703,False,3185,30,174,0,1,0,0,1,2,2,0,2,5,3,,"25.196321,55.269384",downtown,sheikh mohammed bin rashid bolevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,21:12:00,,345,971
1704,False,3186,30,174,0,1,0,0,1,2,1,0,2,4,3,,"25.196379,55.269256",downtown,sheikh mohammed bin rashid boulevard,the lofts towers west,tche tche cafe,1,MS013,ms,2014-05-22,21:20:00,,345,971
1705,False,3188,1,0,0,4,0,0,4,1,2,1,9,10,1,,"25.174087,55.251403",Al Quoz 1,Street 14A,-,Dubai Bowling Centre,1,MS024,ms,2014-05-22,20:18:00,,354,702
1706,False,3190,1,5,2,4,0,2,4,1,2,0,4,10,1,,"25.163115,55.250673",Al Quoz 1,-,-,Natinal Cement Company,1,MS006,ms,2014-05-22,19:13:00,,354,711
1707,False,3191,2,6,1,7,0,1,7,1,5,0,4,10,1,,"25.162649,55.251510",Al Quoz 1,-,-,National Cement Company,1,MS006,ms,2014-05-22,20:15:00,,354,711
1708,False,3192,1,0,0,7,0,0,7,2,3,0,1,10,1,,"25.170203,55.256166",Al Qouz first,-,-,Dubai International School,1,MS023,ms,2014-05-22,19:06:00,,354,706
1709,False,3193,1,0,0,4,0,0,4,2,3,0,2,10,1,,"25.169349,55.258698",al qouz first,42A,-,dubai inetrnational school,1,MS023,ms,2014-05-22,20:43:00,,354,706
1710,False,3195,1,0,0,4,0,0,4,2,1,0,2,3,4,,"25.168067,55.244504",AL qouz 1 ,,,AL qouz Cemetry,1,MS009,ms,2014-05-22,19:11:00,,354,710
1711,False,3196,1,0,0,2,0,0,2,2,2,0,2,3,4,,"25.168154,55.244622",AL qouz,,,AL qouz Cemetry,1,MS009,ms,2014-05-22,19:46:00,,354,710
1712,False,3198,1,0,1,14,0,1,14,1,3,0,3,7,1,,"25.164804,55.251145",AL Quoz 1,Al Khail,-,Cement national company,1,MS018,ms,2014-05-22,19:49:00,,354,711
1713,False,3199,1,0,0,10,0,0,10,2,5,0,4,8,1,,"25.167640,55.244515",Al quoz,12c street,,Al quoz cementery,1,MS016,ms,2014-05-22,19:08:00,,354,710
1714,False,3200,1,0,0,6,0,0,6,3,3,0,1,10,1,,"25.169562,55.258505",al quoz 1,,,dubai international school,1,MS015,ms,2014-05-22,19:06:00,,354,706
1715,False,3201,1,0,0,5,0,0,5,2,2,0,1,10,1,,"25.170262,55.258098",al quoz 1,,,dubai international school,1,MS015,ms,2014-05-22,20:27:00,,354,706
1716,False,3203,1,1,0,5,0,0,5,1,3,0,3,7,1,,"25.167620,55.244515",al qouz ,al qouz road ,,al qouz cemetory,1,MS020,ms,2014-05-22,19:54:00,,354,710
1717,False,3205,30,174,0,4,0,0,4,1,2,0,3,9,3,,"25.200515,55.271959",burj khalifa area,shaikh mohammad bin rashid boulverad,3,tche tche cafe,1,MS007,ms,2014-05-22,18:15:00,,345,969
1718,False,3206,30,174,0,4,0,0,4,2,2,0,3,9,3,,"25.200379,55.272045",burj khalifa,shaikh mohammad bin zayed boulverad,3,tche tche cafe,1,MS007,ms,2014-05-22,19:09:00,,345,969
1719,False,3207,30,174,0,2,0,0,2,2,2,0,3,8,3,,"25.195039,55.271659",burj khalifa,shaikh mohammad bin rashid road,3,tche tche cafe,1,MS007,ms,2014-05-22,19:36:00,,345,974
1720,False,3208,30,174,0,2,0,0,2,2,1,0,3,8,3,,"25.195136,55.271637",burj khalifa,shaikh mohammad bin rashid boulverad,3,tche tche cafe,1,MS007,ms,2014-05-22,19:49:00,,345,974
1721,False,3209,30,174,0,2,0,0,2,2,1,0,3,9,3,,"25.195000,55.271595",burj khalifa,shaikh mohammad bin rashid boulverad,3,tche tche cafe,1,MS007,ms,2014-05-22,20:29:00,,345,974
1722,False,3212,1,0,0,3,0,0,3,2,0,0,2,2,1,,"25.174437,55.253549",Al Quoz First,7 street,villa 5,dubai bowling center,1,i436,i4,2014-05-22,19:32:00,,354,703
1723,False,3213,1,0,0,1,0,0,1,2,1,0,2,4,1,,"25.174087,55.253034",Al quoz first,7 street,villa 6,dubai bowling center,1,i436,i4,2014-05-22,19:50:00,,354,703
